,title,links,song_lyric
563,living proof,http://www.lyrics.com/lyric/24547751/Eminem/Living+Proof,"Don't stop
Don't stop

[Royce Da 5' 9""]
Yeah, Bad and Evil is (BACK)
We bout to get into a tail of gunner that details the dungeon
This is the pale moon illuminates the hail and thundering
Oh once again where I fail from blundering
Shady lifted his wing than I fell from under it
Now I'm freefallin'
My career is gone and the weed callin'
Regardless of who's fault I was b-ballin'
God bubble wrapped me and dropped me on top of the Earth
Marshall double backed and got me from on top of the Hearse
I'm alive nigga, Justin T ain't got nothing on me
Cause I done cried Mary J Blige rivers
I realized that God's with us as soon as I decided
to put that bottle down and pick up my tie bridges
The writings on the wall since niggas seen me at the
baseball game with Shady and Jay-Z
Suddenly everybody calls
""Like I'm just checking on you dog""
While I throw up this message on the star

[Chorus]
When them bottles stop poppin'
And them dollars start stopping
Do what you did to get it and dont stop (dont stop)
I made a promise to my momma
I'mma out live her
How can I be a quitter when haters dont stop (dont stop)

I'm living proof nigga
Its pretty safe to say
God giveth and God taketh away
Its the Worldwide American way
I'm living proof nigga

[Eminem]
Your body language is sayin' your confidence is gone
Well pick ya ass up lil homie, come on
You just gone sit there and take it or make em suck it
Tell em where to shove it straight up (?)
F*ck it,
The last time the light kicked me in the ass
I pulled down it's pants and put a foot up its ass
Man what a catastrophy it'd be for me to be a bitch ass pussy
And not open a can of whoop ass
Did ya piss ass whoop me will be the day I say I aint poop
Shit, the day that I dont straight shoot
I'll drop out of my anti-women hate group
Say I'm a sissy faggot, record it play it back and put it on straight loop
You haters look like you ate a grape fruit
You see me climbing back on that wagon
Got my swagga back I was dragging, hop back on it
Grab the reigns on that bastard and came back on em
Without remorse man
Man of course I'm a one trick pony
Cause I'll be screaming on these horns till I'm hoarse!

[Chorus]

[Royce Da 5' 9""]
Nah I aint fading yet
I'd rather stay and rap
I mighta made a deck
I find excitement in wondering what I'ma write next
So I dont stay in debt
Me broke
You might aswell cut the embryo out my momma and play catch with the baby
With AK's with baby bayonet's
I'ma get rich or I'mma die trying
Thats why its either kill or be killed
So call me suicide homocide Ryan

[Eminem]
Theres a bomb inside my head
I'ma live wire, I am on the edge
Teetering on it like I tore the iron mike
Get on a nut like a tyre iron
I have no desire stopping so why would I drop and roll
Thats how much I'm flying higher (?)
Rappers are fun and I'm the time cause I'm just flying by 'em
Man I'm laughing at 'em the entire time, why am I up?
Cause tribulations I have triumphed bitch I'm fired up
So it's time for me to slit your fucking lighter, light the sky up

[Chorus]"
564,thus far ,http://www.lyrics.com/lyric/37893619/Eminem/Thus+Far+%28Interlude%29,"Perhaps I should mention, that we have decided that this-the flip
Or ""homicide"" is a little special, a little too macabre for the squeamish
Therefore, we have labeled it"
565,key ,http://www.lyrics.com/lyric/37893623/Eminem/Key+%28Skit%29,"Ha ha, hol' up
What is that? Oh
Is that a key in my pocket?
Or am I just happy to see
The hot chicks that are here for me and only me
'Cause I am the cause, the cause meaning cousin
Meaning stemming back to bro
'Cause bro and the dude, and the dude gets all the chicks
Chicks, is all that thine getteth
'Cause that's all I needeth is the chickeths
The chickadees runningeth about
And you'd be lucky to get my seconds
Leftover hot chicks

Ha ha ha
Fuckin' stupid"
566,alfred ,http://www.lyrics.com/lyric/36789031/Eminem/Alfred+%28Interlude%29,"How do you do? Ladies and gentlemen
My name is Alfred Hitchcock and this is Music To Be Murdered By
It is mood music in a jugular vein
So why don't you relax? Lean back and enjoy yourself
Until the coroner comes"
567,places to go ,http://www.lyrics.com/lyric/15827692/Eminem/Places+to+Go+%5BClean%5D,"I got places to go, I got people to see
The penitentiary, ain't the place for me
I'm warnin' you do, not tempt me
I'll run up and squeeze
And put a hole in you, hole in you
I got places to go, I got people to see
The penitentiary, ain't the place for me
I'm warnin' you do, not tempt me
I'll run up and squeeze
And put a hole in you, hole in you

You mistaken me for somebody that you should be testing
Your should be stressin' I'm gonna f***in teach you a lesson
M-A-C one-oh-one's in session and lace the track that I'm blessin'
Smith and western's, the weapon, in case you just guessing, these straight busters kept-in, kept-in
Watch the twenty-two spin , my hoe's a perfect ten
I got shot up but I got up and I'm back at it again
Motherf***ers they thought I wouldn't win, pretend to be friends
At first you fail, try, try, try, try again
I'm the best don't you get it, forget it, when I spit it, its crazy
You love it, admit it, you like it, I live it, its Shady
Aftermath in your a** b****, if its not a classic
When it's dumped, trash it, so I got it mastered
Stop and get your a** kicked, bastered, your misses get drastic
Glock made out of plastic, c***-it and get blasted
Run n**** and stash it

I got places to go, I got people to see
The penitentiary, ain't the place for me
I'm warnin' you do, not tempt me
I'll run up and squeeze
And put a hole in you, hole in you
I got places to go, I got people to see
The penitentiary, ain't the place for me
I'm warnin' you do, not tempt me
I'll run up and squeeze
And put a hole in you, hole in you

There is a genie in that bottle of that don-pari'on
I'm a drink till I get to that b**** in the morn
Introduce me to the booth they gonna listen to my words
In the hood they feel my s***

Picture a perfect picture, picture me in the paper
Picture me starting s***, picture me busting my gat
Picture police man Dan gotta picture of that
Picture me being broke, picture me smokin' a sack
Picture me comin' up, picture me rich from rap
Picture me blowin' up, now picture me going back
To my momma basement to live, s***, picture that
Where I'm from its a fact, you gotta watch your back
You wear a vest without a gat, use a target jack
Hustle hard, money stack, sell that dope, sell that crack
Sell that pack, sell that gat, sell that p****, crew are back
Fifty Cent, too much spent, man I'm bent, I'm outta here

I got places to go, I got people to see
The penitentiary, ain't the place for me
I'm warnin' you do, not tempt me
I'll run up and squeeze
And put a hole in you, hole in you
I got places to go, I got people to see
The penitentiary, ain't the place for me
I'm warnin' you do, not tempt me
I'll run up and squeeze
And put a hole in you, hole in you

Ha ha
Man I ain't going to jail
Not even to visit a n****
You want to holla at me, you wright me
Matter a fact, you gotta send it to Sunset Boulevard
In Montreal
Ha ha ha
Riding around in one of Dre's Farrari's n****
Or matter a fact I might be in Detroit
Riding down 8 Mile road
You know, for one of them en-joints and s***
Ha-ha
Ya heard, I got place to go man
You know, Shady Aftermath
We finished our print money
Puttin' our faces on this motherf***in bill thug s***
Ha ha ha ha ha
Ain't seem to be doing much"
568,stepdad ,http://www.lyrics.com/lyric/36789028/Eminem/Stepdad+%28Intro%29,"Get up
Dad, what?
What'd I fuckin' tell you about turnin' off the lights? (What, what? I didn't do it)
Don't fuckin' lie to me, I told you fuckin' don't touch, turn the fuckin' lights off
(I didn't do it)
Don't you fuckin' lie, you little fucker (no)
Don't you fuckin' lie to me (stop)"
569,favorite bitch,http://www.lyrics.com/lyric/37893628/Eminem/Favorite+Bitch,"Nah, for real, know what I'm sayin', like
Like music's my first love, right
But, what it turned into is like
You know these-these cats got it now, she just like a ho
They ain't doin' it right to make
Yeah, for real, yeah, yeah
Switched it up, don' changed the shit on that damn
Yeah, everybody don' ran through it
Mumble rappin'
Ain't no more substance in shit
Right, right
(They don't treat it how it needs to be treated)
I kinda want that old thing back

Yeah, I was young, I was hungry
I was chasing the bag at twenty-one
I was lucky to find an uneaten fuckin' (what?)
Honeybun I forgot about
Now I got money falling out, fifties, hundreds, and twenties (right)
And I know nothing is funny 'bout the Manchester bombing
But we got something in common, both of us are alarmin' (what?)
Foul, disgusting, and awful (yeah), so repugnant and ugly (yup)
I could give the Boston Marathon a run for its money, yeah
And you could say I'm a little bit immature
But this type of literature got me a little richer, haha
But I get insecure when them other dudes hit on you, girl
You're letting him fiddle with your clitoris
Remember you were my fuckin'

You used to be my favorite, bitch
Things will never be the same
Ain't it funny how you changed
Up and flipped the script
You done let a bunch of lames fall through
And complain that I can't burn it
You ain't have to do it like that
Told you I'd be right back
Look at what you did, I need a new chick
Like the music I had to bounce on my favorite bitch

Yeah, always hated my smile
Mama told me it's goofy
I'd get picked on at school
Come home and she'd school me
She never sugarcoated it to me
She said if I wasn't so stupid and ugly
I wouldn't always get bullied (true)
I think of my struggles and get emotional
Could be 'cause how behind the 8-ball
And far in the hole that they put me
Now I'm on a roll like a Tootsie (yeah)
I'm just trollin' you pussies
But I'm like stroller 'cause you'll see just how I roll if you push me (haha)

But that's what I do this music for
When I was goin' through some of the hardest times I drew from her
But she's like the devil 'cause I just can't let loose of her
'Cause the thought of losing her
Makes me just wanna just let loose on her
When I hit the studio, tryna rendezvous with her

Tell her, it's a butt-dial girl, yeah, booty-call (haha)
That's how it used to be
'Cause you and me, we ruled the world
And we made Curtis blow (Fifty)
F*ck, I miss them days

You used to be my favorite, bitch
Things will never be the same
Ain't it funny how you changed
Up and flipped the script
You done let a bunch of lames fall through
And complain that I can't burn it
You ain't have to do it like that
Told you I'd be right back
Look at what you did, I need a new chick
Like the music I had to bounce on my favorite bitch

You fuckin' leavin' me, bitch?
I don't think so, sit your motherfuckin' ass down
I swear to God, you run to that door
I'ma put one in the back of your fuckin' head
Now I'ma ask you this one time
And the answer better be, ""Yes""

Would you marry me again?
Now that everything is changed (yeah)
It'll never be the same (ah)
As the era whence we came (who?)
From Nas to Pac, Rock (yeah), Eric B, and Kane (I know)
But I know a few from this era that are lyrically insane
And although most are never gonna hit the level Cole or Weezy at
Or be emotionally attached to Yo MTV Raps (yeah)
Runnin' home from school to catch an episode
The feeling that it gave you to rip the plastic off the tape
You hold and peel it back, yeah
Tear it off then play it (what?)
Swear to God, 4 o'clock
We crowd around the TV, Butter in his underwear and socks
When Nani was con-artisted (yeah)
And Proof had his hair in locks (doody)
Yeah, back when Flavor Flav had us wearing clocks
Back with Ed Lover (yes)
And there was two Dr. Dre's, that's a paradox (pair of docs)
But I never thought I'd get so jealous
At the thought of letting you go psychologically
It's gonna bother me, my eyes are already watery
Part of me don't don't wanna (yeah), stop 'til I get you back
'Cause I got put the work in and tell you I'm never givin' this up
The other part wants to tell you to just get fucked
Go back to whatever dick that you sucked (ah)
Get back together with them, you slut
Givin' up the vagina like a trip to the gynecologist
When I helped you become bigger than you were
But I guess that it slipped you're mind
You must be buying your time looking for someone to come along
That'll make you feel like I did back when you were mine, huh? (Damn)
But truthfully it was never really you and me
Exclusively it is too many new MC's you can choose between
But no matter how many motherfuckers ran through
Bet they can't do it like me
But I can't keep burnin' the candle at both ends
And I can't handle it when I leave and you find another one
Now I gotta take this beat and dismantle it
I won't grieve when I kill you
But if I can't have you, bitch, nobody can
Hear me? I used to be your favorite, bitch"
570,killer,http://www.lyrics.com/lyric/37893621/Eminem/Killer,"(Killer)
Yeah, it's crazy, I'm a (killer)
Made all this money from doin' this
(D.A. got that dope)

Now count it, five, ten, yeah, fifteen, twenty
Twenty-five, thirty, yeah, get the money
Throw it in the furnace, yeah, this shit be funny
Earn it just to burn it, swag drippin' from me

That's what I do with money, got money up the ass
Call it toilet paper, yeah, flushed with cash
Girl, nice butt, is it up for grabs?
Just wanna touch your ass, is that too much to ask? Yeah
I made it grip, I know it's tough to grasp, get the bag
Call it potato chips, I stuff in duffel bags
In some public transportation shit, 'cause I will bust your ass
F*ck the chain, I'm off the trailer hitch, I got a bunch of swag

Now count it, five, ten, yeah, fifteen, twenty
Twenty-five, thirty, yeah, get the money
Throw it in the furnace, yeah, this shit be funny
Earn it just to burn it, swag drippin' from me
Yeah, I'm a (killer)
Yeah, I'm a (what), I'm a (what?), I'm a (killer)
Yeah, look, yeah

My income is all that and then some
Girl, your man is nincompoop, a symptom
Of a simp 'cause he'll spend some loot to get some
As for me, I'm the Kim Jong-Un, a pimp, son
Swag dripping, I'm in a pub
Went up to this chick, who was so tipsy, we went to hug
Ended up tripping, I picked her up
She yelled out it's her birthday
She's fifty and in the club
Then it comes on (yeah), that ""In da Club"" song (yah)
She's a buzzsaw (what), we're goin' numbskull (uh)
I live on the edge, she's a jump off (yeah)
Call her Cinderella (why), she loves balls (oh)

Now count it, five, ten, yeah, fifteen, twenty
Twenty-five, thirty, yeah, get the money
Throw it in the furnace, yeah, this shit be funny
Earn it just to burn it, swag drippin' from me
Yeah, I'm a (killer)

Attack like the Ripper
All over the track doin' laps like a stripper
Now (now), now (now), w- wow (wow) look out (out)
Rap circles around ('round), surround sound (sound)
John Rambo's back and my ammo stacked
And I'm cocking rap, some on your head
Other words, I'm stocking caps and I'm talking facts
Like OfficeMax
Never down, I'll be up like an insomniac
Girl, I got racks you gotta rack
How you got all that back and no body fat
I'm in awe with that
When I stop the Pontiac at the laundry mat that I saw you at
You almost had a heart attack, went into Cardiac
You ran inside, told your boyfriend like, ""I'll be back""
But for all you know I probably act like I'm Daniel Wozniak
I'm a psycho-pa-pathic killer
I'm a cap peeler, caterpillar
With the botanic of bananas you never heard better vernacular comin' after your scapular
For the lack of a better word Dracula
'Cause I'm attackin' a rapper at the phrenic nerve
I'm a savage, back to put the dagger in the back of competitors
Predator and scavenger
I am a carnivore and a baller, you're at the dollar store
What the f*ck you got a wallet for? Y'all are poor
I was livin' in squalor but uh-uh, not no more
Now I'm the one they holla for
Fuckin' shit up like a dinosaur in a China store
Bitch, I'm number five, (what) minus four (haha)

Now count it, five, ten, yeah, fifteen, twenty
Twenty-five, thirty, yeah, get the money
Throw it in the furnace, yeah, this shit be funny
Earn it just to burn it, swag drippin' from me
Yeah, I'm a (killer)
Yeah, I'm a (what), I'm a (what), I'm a (killer)
Yeah"
571,lock it up,http://www.lyrics.com/lyric/37920483/Eminem/Lock+It+Up,"Yeah, like that
Okay, yeah

Say bro, (yeah) where you get them from?
Detroit? (Yeah) that machine gun, spray boy
And it's gon' hit some
New coupe? (Ooh) been whippin' 'em
New boobs? (Yeah) where you get them done?
Payroll (nice), might put you on a table
And spread you out like some yayo (I'm naughty, yah)
No bitch (oh), you don't know shit (no)
You just want all my money, ah
I was hopeless (oh), now I'm focused (no)
Where the f*ck is the party at?
Now hold this (oh), oh shit (oh)
That's it (yeah), so sick (oh)
No shit (oh)
Damn, I'm (yeah) getting too fuckin' old for this (yeah)

But still as explosive with, just load the clip
Two pistols on hip, both are gripped
I hold them at shoulder width
Took a stab in the dark and broke the tip
Of my knife off, but your throat is slit
'Cause I'm cutthroat to the utmost with it
The ultimate
I just let the poker chips fall but they were supposed to fit
Now those days are over, scrapin' change in sofas
Tryna save at Kroger (yeah)
So why would I give a f*ck about backstabbin' Trader Joe for?
How 'bout that, I'm paid as Oprah
Think I may have broke the scale
'Cause the wait is over
But wait, wait, hold up, 'cause they say I almost

I almost lost it
I had to reach back, back, and lock it, yeah (lock it, lock it)
You almost got me (stop it, stop it)
I had to reach back, back, and lock it, yeah (lock it, lock it)
You almost (stop it), you almost (stop it), you almost (stop it), I got it (I got it)
You almost (stop it), you almost (stop it), you almost (stop it), I got it (I got it)

Just sit there and act pathetic and sulk
'Cause I'm getting green, Incredible Hulk
'Cause I usually get it in bulk
But I still will stomp your head to a pulp (yeah)
You want smoke, I got the Tical like Method Man
So get ready to die from second hand
Get a whiff of the doctor's medicine
Like sedatives you'll get popped, Excedrin
'Cause you can get it like over the counter (yo)
Like I just left the damn concession stand (yeah)
A mic in my hand's a weapon (what?)
I put that on everything like ranch, I'll never land
Too fly, I don't plan to ever Cinderella man
What I am is better than
Every single one of you
Whether separate or all of you band together
And I put the game on the pill (yeah)
Now my Shady babies are all stillborns
Meaning abortions that live 'cause they were still born
I can heal 'em with Neosporin
You 'bout to experience euphoria
(I'm a) True warrior, got the plug like Trugoy
Give me the cue like I'm ScHoolboy
And I'll treat the beat like a pitbull would do to a chew toy and destroy it, 'cause boy I

I almost lost it
I had to reach back, back, and lock it, yeah (lock it, lock it)
You almost got me (stop it, stop it)
I had to reach back, back, and lock it, yeah (lock it, lock it)
You almost (stop it), you almost (stop it), you almost (stop it), I got it (I got it)
You almost (stop it), you almost (stop it), you almost (stop it), I got it (I got it)"
572,guns blazing,http://www.lyrics.com/lyric/37920595/Eminem/Guns+Blazing,"It's time to face the music (oh)
A stay of execution
No more distribution (the f*ck you doin'?)

You did this to me
I'm right back on my bullshit, right back out on these streets
Just remember that you did this to yourself
Yeah, you did it to yourself
Now you gotta suffer the consequences
Pack up the pack and swing it for the fences (just remember that)

Let's make one thing clear (here)
Here, my dear, my resolute for this year
No pollution, fresh air
My solution, long hair with a fat ass, I'm deadass
Mile high club 'til I jetlag
Rothstein flow, casino
And you're just like Ginger, we know
Single negro, I don't need your double standards and hypocrisy
And that fake hand holding on Father's Day
You a different motherfucker when you not with me
Been sleepin' with the enemy, mockery
It's like I'm John F. Kennedy, shots at me
Yes, I'm President of Debauchery
None of that bullshit ever got to me
'Cause your pillow, Brillo, ditto
Breakin' this shit down little by little
I ain't got time for the fuckin' pom-poms
Shoulda never let this dog out of that kennel

Wastin' time, debatin' 'bout
Who I'm with when I'm not around
Just don't forget who you fuckin' with
When steppin' on hallowed ground

'Cause you did this to me (yeah, I'm)
Right back on my bullshit, right back out on these streets
Just remember that you did this to yourself (yeah, you did it to yourself)
Now you gotta suffer the consequences (and sorry isn't gonna help)

Now many times have I got burnt
And tried to act like I'm not hurt?
Or take you back and we not workin'
Like clockwork, this shit is agony
You're draggin' me, Glocks burst
Just remember, you draw'd first, you ain't toe taggin' me
Ho bag, any blowback you deserve
Get the Bozack, bitch, my soul's blackenin'
So actually, this could've been a lot worse (watch)
I could've namedropped you in my verse (yeah)
But out of respect for your daughter
I won't blow your spot up 'cause your toddler
Does not deserve to get caught up in our dirt (yeah)
And good luck with the father
Bitch stuck with him now, ha, fuckin' Howard
To the doctor, these are wounds you cannot nurse
Hope it's drivin' you bonkers that I'm not yours (Oh no)
Guess I must have got wise, you are not sly
Just 'cause you can makeup an on the spot lie
I'm comin' out, guns blazin', shots fired
Hand sani', I ain't cuttin' off ties
Bitch, everything you own's in a box, bye
Guess it's back to the trailer and pot pies
Hope I pull up to the window at Popeyes
One day and you'll be servin' me hot fries (you did this to me)
A taste of your own medicine, you shedded skin
Yeah, you reptilian bitch
Off of your knees (yeah), beggin' for forgiveness
Yeah, look at you, marry him again, bitch
You ain't Em's bitch, you just regular him's bitch
We will never be together again, ever
And when you're in bed with him and wish you was with me
Just remember that

You did this to me (yeah, now I'm)
Right back on my bullshit, right back out on these streets (but you did)
Just remember that you did this to yourself (yeah, you did it to yourself)
Now you gotta suffer the consequences (and sorry isn't gonna help)
Remember that you did this to me (Michelle)
I'm right back on my bullshit, right back out on these streets (f*ck around and make you famous)
Just remember that you did this to yourself (yeah, you did it to yourself)
Now you gotta suffer the consequences (so when I'm hittin' someone else and you're)

Wastin' time, debatin' 'bout
Who I'm with when I'm not around
Just don't forget who you fuckin' with
When steppin' on hallowed ground"
573,stepdad,http://www.lyrics.com/lyric/37920450/Eminem/Stepdad,"Ayo
This a song about
My, my stepdad
Let's see if this ever happened to you
I, I hate
My, my stepdad

One thing that sticks in my craw
When I was six and I saw my stepfather hittin' my mom
Socked her right in her eyeball
I'm startin' to think I'm psychotic
With all the pictures that I draw of
Shit that I've already witnessed, this probably twisted my thoughts
All I can hear is drama with mom and him
I can always hear 'em arguin' down the hallways
The walls are thin so the noise is startin' to feel like the norm
My dog pissed on the carpet, he stomped it so hard
Doctors had to put it down
He killed my chihuahua, this motherfucker

I, I, hate
My, my stepdad (stepdad)
So tonight I'm sayin'
""Bye-bye stepdad"" (stepdad)

Outside, I look like I'm calm
Inside, I'm a tickin' time bomb
'Cause of this motherfucker, who sticks his dick in my mom
Last night, he said I left the kitchen light on
But he walked in there this morning and purposely flipped it, I saw him
Hickory switch to my bottom, I counted sixty-nine times
He swatted me with it, I cried
He just started hittin' me harder
God, I just wish I could jaw him
If I could get my weight up
But I'm just a second grader
This prick is bigger than I am
But I've been readin' at school about this shit called liquid cyanide
I'm fantasizin' at night when he's sleepin' at just the right time
Sneak up with a lethal injection and put him down like they did to my dog
I'm talkin' euthanasia, like kids in Taiwan
This fuckin' shit's like Saigon
Neighbors called police on him
So many battery charges, this dude's like lithium ion
Then mom and him let bygones, just be bygones
So on eggshells, I walk and just try not to piss this guy off
But this why I

I, I, hate
My, my stepdad (stepdad)
So tonight I'm sayin'
""Bye-bye stepdad"" (stepdad)

So this year, I'm goin' to the fifth and I'm tall
I'm five foot six on my block, I'm the toughest kid but I got
Way bigger fish to fry, which is why I'm tryin' to get this bitch to fly off
The handle and wait for the fist to fly off to put this guy in a pine box
He's always lookin' for chaos but tonight I've cooked up a plan
So this Christmas, I got some color books and some crayons
I'm layin' on the floor, in the living room with some friends colorin'
He walks by, kicks my arm and goes ""Whoops"" and just laughs
I yelled for mom (mom) and as she's rushin' to my defense
I stood up and said, ""F*ck you punk"" and I took off and ran
To my bedroom, as I fled
Knowin' shit would hit the fan
Slammed the door and hid behind it with an aluminum bat
He kicked it in
I swung it hard as I could at his head
His noodle went splat, he fell right at the foot of my bed
I'm a little bit scared but my anger's overtooken the fear
I threw down the bat and just started whoopin' his ass
Beat him with my bare hands, the big bad wolf ain't so bad
""Ding-dong,"" the pussy is dead, the bully finally gets his
Stomped him until he pissed enough to fill a two liter wein
Then buried him next to my dog
And if I go to juvie for this, I'ma tell 'em

I, I, hate
My, my stepdad (stepdad)
So tonight I'm sayin'
""Bye-bye stepdad"" (stepdad)
'Cause I, I, hate
My, my stepdad (stepdad)
So tonight I'm sayin'
""Bye-bye stepdad"" (stepdad)"
574,don't front,http://www.lyrics.com/lyric/30159817/Eminem/Don%27t+Front,"Used to get, bent, now I represent to the fullest
Pencil is full of insolent bullets
I'm like a Doberman Pinscher, Pitbull and a Rott'
Mixed with a toxic, the plot begins to thicken
I begin to spitting like vintage Pac, demented
Demonic sinister, ever since the the Doc replenished me
The day he gave me that shot when I was just 'bout to quit
So to not see him with me would be a shocking image
And I'm the definition of what a concrete chin is
'Cause no matter how many times you sock me in it
And knock me to the canvas, even the boxing critics
Know that if I get off to a rocky start, I'll always have a Rocky finish
Eat me brocoli, spinach, cocky? Nope
But I hope I offended you when I told ya how dope I am at this
And put emphasis on the ""dope,"" so when names come up
In that conversation of who's the dopest, better throw mine in it
And don't mind me, while I remind you of the flow
You won't find anywhere, where it fires and I unload my pen explodes
'Til there's no rhymes in it, reload in no time
Let insults fly even sixty seconds that go by, so you know I meant it
In school I was so shy, timid
Two pairs of jeans I'd alternate, bummy clothes, I 'member
Begging my mom for K-Mart MacGregors cause they were new
St. Vincent de Paul, those Pony's were used, and no size fitted
But kissed them old days, adios, I did it
They said I was a gimmick, now I'm the one that those guys mimic
Now you fuckers don't wanna go starting no argument
'Cause you know I'll win it, name a flow that's more authentic, and don't front

Don't front, you know I got you open, kid
Don't front, you know I got you open, kid
Don't front, you know I got you open, kid
Don't front, you know I got you open, word
Don't front, you know I got you open, kid
Don't front, you know I got you open, kid
Don't front, you know I got you open, kid
Yo why you frontin', you know I got you open, kid

Rest in piece to Big Proof, you was a beast, you lyrically mirrored me
Molded my flow off of you, your spirit's flowing through me
I love you, Doody, without you I feel so incomplete
I'm no king, no need for rose petals to be thrown at my feet
I'm a thorn in your side, get thrown into a throne
Better watch the fucking tone that you speak, feel like I'm in the zone
I'm in a whole different league on my mothafuckin' own, it's just me
No opponents can compete, and I've never been known to retreat
From beef, beep-beep, follow trends or wallow in defeat
I'm still hungry as f*ck, but can't even say bon appetit
'Cause I don't know what to eat, fucking microphone or the beat
Bitch, nobody's mind works like mine
It's nose to the grindstone time, homes, your mind's blown
'Cause I rhyme like I'm still trying to get signed, up in the Ebony Showcase
With Denaun screaming ""Who the f*ck passed you the mic?""
Never asked you like my shit from the get
I'd rather ask you to wipe my ass, bitch
You had you a nice run, now take a hike
I ever meet my match, I'mma strike that bitch first
'Cause on the mic I gotta represent the real rappers
The real rappers get their mothafuckin' skills cracking
Word to Buckshot and Dru-Ha, why the f*ck not?
You don't like it? Suck a cock! Almost forgot
Before I signed with the Doc, I almost signed with Duck Down
'Cause Rawkus didn't make no offers, so mothafuck Loud
They jerked me around so what's up now?
Wow, how much of an asshole would I sound like
Rubbing it and holding some grudge now, but don't front

Don't front, you know I got you open, kid
Don't front, you know I got you open, kid
Don't front, you know I got you open, kid
Don't front, you know I got you open, word
Don't front, you know I got you open, kid
Don't front, you know I got you open, kid
Don't front, you know I got you open, kid
Yo why you frontin', you know I got you open, kid

Late at night, used to catch a buzz, couldn't write
Now I write the type of shit to make you wipe
But wear diapers cause you might leave a streak
I'm on a streak windshield wipers couldn't wipe
It's hard to decipher what cypher I might jump into tonight
'Cause I'm hyper or something, needing someone or something is lighting
This fire under me, it's breathing new life, it's like I already died once
I guess some people only live twice, and it's funny
My days of being broke was so long ago, I lost my concept of money
But you dimes won't get a fucking nickle from me
Oh shit, I'm down on one knee
I'm having a stroke of genius, Elizabeth I'm coming to you, honey
From boy to man, it's still make a whore moan like a thyroid gland
I'm in another category, man, don't put me up with them pop stars
I never needed a pat on the back to get at a boy, band
No offense? Yes offense, precedents has been set that'll never get met
Middle finger pressed against Moby's nose
Shouts to Obie, the curtains closed on my show
(But never forget that I'm the one you thought wouldn't make it)
You can't take it, oh
Got a whole generation of rappers coming up that are nutty with the flow
But convince me you've heard
An MC since me who's this good with the fucking mincing of words
Without mincing words that'll make you feel like I'm pinching a nerve
Whose mentally disturbed, you might as well stick a knife in me and turn
It'll be like my skin being Indian burned
Hah, bitch there isn't one, when will you learn?
Never been served if memory serves
I'd battle that 'til my own recollection remembers these words

You know I got you open kid, stop fronting
You know I got you open, Word Life"
