,title,links,song_lyric
159,amazing,http://www.lyrics.com/lyric/27964685/Madonna/Amazing,"You took a pretty picture
And you smashed it into bits
Sank me into blackness
And you sealed it with a kiss

If only I could let you go
Why do I need you so

It's amazing what a boy can do
I cannot stop myself
Wish I didn't want you like I do
Want you and no one else

You took a poison arrow
And you aimed it at my heart
It's heavy and it's bitter
And it's tearing me apart

If only I could set you free
You worked your way inside of me

It's amazing what a boy can do
I cannot stop myself
Wish I didn't want you like I do
Want you and no one else

It's amazing what a boy can say
I cannot stop myself
Seems I love you more than yesterday
Love you and no one else

Oh, it's amazing

It's amazing what a boy can do
I cannot stop myself
Wish I didn't want you like I do
Want you and no one else

It's amazing what a boy can say
I cannot stop myself
Seems I love you more than yesterday
Love you and no one else

It's amazing
Oh, it's amazing

I cannot stop myself
Wish I didn't
Love you and no one else"
160,nobody's perfect,http://www.lyrics.com/lyric/27964684/Madonna/Nobody%27s+Perfect,"Cool I am
When I am with you
Cool I'm not
When I am lonely

I feel so sad
What I did wasn't right
I feel so bad
And I must say to you

Sorry, but

Nobody's perfect
Nobody's perfect
What did you expect
I'm doing my best

I feel so sad
But you know I'll be true
I feel so bad
And I must say to you

Sorry, but

Nobody's perfect
Nobody's perfect
What did you expect
I'm doing my best

Nobody's perfect
Nobody's perfect
I was dishonest
I will do my best
Yeah

Cool I am
When I am with you
Cool I'm not
When I am lonely

Nobody's perfect
Nobody's perfect
What did you expect
I'm doing my best

Nobody's perfect
Nobody's perfect
I was dishonest
I will do my best
Yeah

Mmm, mmm, yeah
Mmm, mmm, yeah
Perfect,
Perfect,
Perfect,
Perfect
Mmm, mmm, yeah
Mmm, mmm, yeah
Perfect,
Perfect,
Perfect,
Perfect
Mmm, mmm, yeah
Mmm, mmm"
161,don't tell me,http://www.lyrics.com/lyric/27964683/Madonna/Don%27t+Tell+Me,"Don't tell me to stop
Tell the rain not to drop
Tell the wind not to blow
'Cause you said so

Tell the sun not to shine
Not to get up this time, no, no
Let it fall by the way
But don't leave me where I lay down

Tell me love isn't true
It's just something that we do
Tell me everything I'm not
But please don't tell me to stop

Tell the leaves not to turn
But don't ever tell me I'll learn, no, no
Take the black off a crow
But don't tell me I have to go

Tell the bed not to lay
Like the open mouth of a grave, yeah
Not to stare up at me
Like a calf down on its knees

Tell me love isn't true
It's just something that we do
Tell me everything I'm not
But don't ever tell me to stop

(Don't you ever tell)
Tell me love isn't true
It's just something that we do
(Don't you ever tell)
Tell me everything I'm not
But don't ever tell me to stop

(Don't you ever) Please don't
Please don't
Please don't tell me to stop

(Don't you ever tell me)
Don't you ever
Don't ever tell me to stop

(Tell the rain not to drop)
Tell the bed not to lay
Like a open mouth of a grave, yeah
Not to stare up at me
Like a calf down on its knees

(Like a open mouth of a grave, yeah
Not to stare up at me)"
162,what it feels like for a girl,http://www.lyrics.com/lyric/27964682/Madonna/What+It+Feels+Like+for+a+Girl,"Girls can wear jeans and cut their hair short
Wear shirts and boots 'cause it's okay to be a boy
But for a boy to look like a girl is degrading
'Cause you think that being a girl is degrading
But secretly you'd love to know what it's like wouldn't you
What it feels like for a girl

Silky
Smooth lips as sweet as candy
Baby
Tight blue jeans
Skin that shows in patches

Strong inside but you don't know it
Good little girls
They never show it
When you open up your mouth to speak could you be a little weak

Do you know what it feels like for a girl
Do you know what it feels like in this world for a girl

Hair that twirls on finger tips so gently
Baby
Hands that rest on jutting hips repenting

Hurt that's not supposed to show and tears that fall when no one knows
When you're trying hard to be your best could you be a little less

Do you know what it feels like for a girl
Do you know what it feels like in this world for a girl

Do you know what it feels like for a girl
Do you know what it feels like in this world
What it feels like for a girl

Strong inside but you don't know it
Good little girls
They never show it
When you open up your mouth to speak could you be a little weak

Do you know what it feels like for a girl
Do you know what it feels like in this world for a girl

Do you know what it feels like for a girl
Do you know what it feels like in this world for a girl
In this world
Do you know
Do you know
Do you know what it feels like for a girl
What it feels like in this world"
163,paradise ,http://www.lyrics.com/lyric/27964681/Madonna/Paradise+%28Not+for+Me%29,"I can't remember
When I was young
I can't explain
If it was wrong
My life goes on
But not the same
Into your eyes
My face remains (I've been so high)

I've been so down
Down to the ground

I was so blind
I could not see
Your paradise
Is not for me

Autour de moi
Je ne vois pas
Qui sont des anges
Sûrement pas moi
Encore une fois
Je suis cassée
Encore une fois
Je ne crois pas

I've been so high
I've been so down
Up to the skies
Down to the ground

There is a light
Above my head
Into your eyes
My face remains

I've been so high (been so high)
I've been so down (been so down)
Up to the skies (to the skies)
Down to the ground (to the ground)

I can't remember
When I was young
Into your eyes
My face remains

Into your eyes
My face remains

I've been so high (been so high)
I've been so down (been so down)
Up to the skies (to the skies)
Down to the ground (to the ground)

I've been so high (been so high)
I've been so down (been so down)
Up to the skies (to the skies)
Down to the ground (to the ground)"
164,gone,http://www.lyrics.com/lyric/27964680/Madonna/Gone,"Selling out
Is not my thing
Walk away
I won't be broken again
I'm not
I'm not what you think

Dream away your life
Someone else's dream
Nothing equals nothing

Letting go
Is not my thing
Walk away
Won't let it happen again
I'm not
I'm not very smart

Why should I feel sad
For what I never had
Nothing equals nothing

Turn to stone
Lose my faith
I'll be gone
Before it happens

Turn to stone
Lose my faith
I'll be gone
Before it happens

Selling out
Is not my thing
Walk away
I won't be broken again
I won't
I won't fall apart

Dream away your life
Dream away your dream
Nothing equals nothing

Turn to stone
Lose my faith
I'll be gone
Before it happens

Turn to stone
Lose my faith
I'll be gone
Before it happens

Turn to stone (turn to stone)
Lose my faith (lose my faith)
I'll be gone
Before it happens

Turn to stone (turn to stone)
Lose my faith (lose my faith)
I'll be gone"
165,get together,http://www.lyrics.com/lyric/27964668/Madonna/Get+Together,"It's an illusion
There's too much confusion
It's an illusion
There's too much confusion

Down, down, down in your heart
Find, find, find the secret
Turn, turn, turn, turn your head around
Baby we can do it
We can do it alright

Do you believe in love at first sight?
It's an illusion, I don't care
Do you believe I can make you feel better
Too much confusion, come on over here

Can we get together?
I really, I really wanna be with you
Come on, check it out with me
I hope you, I hope you feel the same way too

I've searched
I've searched
I've searched my whole life
To find, to find, to find the secret
And all I did was open up my eyes
Baby we can do it
We can do it alright

Do you believe that we can change the future?
Do you believe I can make you feel better?

Can we get together?
I really, I really wanna be with you
Come on, check it out with me
I hope you, I hope you feel the same way too

Can we get together?
I really, I really wanna be with you
Come on, check it out with me
I hope you, I hope you feel the same way too

It's an illusion
There's too much confusion
I'll make you feel better
If it's better at the start
Then it's sweeter in the end

Do you believe in love at first sight?
It's an illusion, I don't care
Do you believe I can make you feel better
Too much confusion, come on over here

Can we get together?
I really, I really wanna be with you
Come on check it out with me
I hope you, I hope you feel the same way too

Can we get together?
I really wanna be with you
Come on check it out with me
I hope you feel the same way too

It's all an illusion
There's too much confusion
I'll make you feel better
If it's better at the start
Then it's sweeter in end"
166,sorry,http://www.lyrics.com/lyric/27964679/Madonna/Sorry,"Je suis désolé
Lo siento
Ik ben droevig
Sono spiacente
Perdóname

I've heard it all before, I've heard it all before
I've heard it all before, I've heard it all before
I've heard it all before, I've heard it all before
I've heard it all before, I've heard it all before
I've heard it all before, I've heard it all before
I've heard it all before, I've heard it all before

I don't wanna hear
I don't wanna know
Please don't say you're sorry
I've heard it all before
And I can take care of myself
I don't wanna hear
I don't wanna know
Please don't say 'forgive me'
I've seen it all before
And I can't take it anymore

You're not half the man you think you are
Save your words because you've gone too far
I've listened to your lies and all your stories
(I've listened to your stories)
You're not half the man you'd like to be

I don't wanna hear
I don't wanna know
Please don't say you're sorry
I've heard it all before
And I can take care of myself
I don't wanna hear
I don't wanna know
Please don't say 'forgive me'
I've seen it all before
And I can't take it anymore

Don't explain yourself cause talk is cheap
There's more important things than hearing you speak
We stayed because I made it so convenient
Don't explain yourself you'll never see

Gomen nasai
Mujhe maaf kardo
przepraszam
Slihah
Forgive me

Sorry

I've heard it all before, I've heard it all before
I've heard it all before, I've heard it all before
I've heard it all before, I've heard it all before
I've heard it all before, I've heard it all before
I've heard it all before, I've heard it all before
I've heard it all before, I've heard it all before
I've heard it all before, I've heard it all before
I've heard it all before, I've heard it all before

I don't wanna hear
I don't wanna know
Please don't say you're sorry
I've heard it all before
And I can take care of myself
I don't wanna hear
I don't wanna know
Please don't say 'forgive me'
I've seen it all before
And I can't take it anymore

Don't explain yourself cause talk is cheap
(I don't wanna hear)
(I don't wanna know )
(Please don't say you're sorry)
There's more important things than hearing you speak
(I've heard it all before)
(And I can take care of myself)
I don't wanna hear
I don't wanna know
Please don't say 'forgive me'

(I've heard it all before)
(I've heard it all before)
(I've heard it all before)"
167,future lovers,http://www.lyrics.com/lyric/27964678/Madonna/Future+Lovers,"Spoken:
I'm gonna tell you about love
Let's forget your life
Forget your problems
Administration, bills, and loans
Come with me
In the evidence of its brilliance
In the evidence of its brilliance
In the evidence of its brilliance
In the evidence of its brilliance

Spoken:
In the demonstration of this evidence
Some call it religion
This is not a coincidence
Would you like to try?
Connect to the sky
Future lovers ride
Their ambitions high
Would you like to try?
Let me be your guide
Put aside your pride
Future lovers hide love inside their eyes
In the evidence of its brilliance
In the evidence of its brilliance
In the evidence of its brilliance
In the evidence of its brilliance
Love controlled by time
Future lovers shine for eternity
In a world that's free
Put away your past
That will never last
If you're holding on to a dream that's gone
I'm gonna tell you about love
Would you like to try?
In the evidence of its brilliance
In the evidence of its brilliance
In the evidence of its brilliance
In the evidence of its brilliance
There's no love like the future love
Come with me

Connect to the sky
Future lovers ride, Their ambitions high
Would you like to try?
Connect to the sky
Future lovers ride, Their ambitions high
Would you like to try?
(In the evidence of its brilliance) (repeat)
Connect to the sky
Future lovers ride, Their ambitions high
Would you like to try?
Brilliance?
Brilliance?
Brilliance?
Brilliance?
In the evidence of its brilliance"
168,i love new york,http://www.lyrics.com/lyric/27964677/Madonna/I+Love+New+York,"I don't like cities
But I like New York
Other places make me feel like a dork

Los Angeles is for people who sleep
Paris and London, baby you can keep

Other cities always make me mad
Other places always make me sad
No other city ever made me glad
Except New York
I love New York
I love New York
I love New York

If you don't like my attitude
Then you can F off
Just go to Texas
Isn't that where they golf?

New York is not for little pussies who scream
If you can't stand the heat
Then get off my street
Get off of my street
Get off my street
You get off of my street
Get off my street
You get off of my street
Get off my street
Just get off my street

Other cities always make me mad
Other places always make me sad
No other city ever made me glad
Except New York
I love New York
I love New York
I love New York
I love New York"
169,let it will be,http://www.lyrics.com/lyric/27964676/Madonna/Let+It+Will+Be,"Now I can tell you
About success, about fame
About the rise and the fall
Of all the stars in the sky

Don't it make you smile?
Let, it will be
Just let it be
Won't you let it be?

Now I can tell you
About the place I belong
You know it won't last long
And all those lights they will turn down
Let, it will be
Oh, let it be
Just let it be
Won't you let it be?

Now I can see things
For what they are really are
I guess I'm not that far
I'm at the point of no return
Just watch me burn

Let, it will be
Just let it be
Oh let it be
Let, it will be

Just let it be (Just let it be)
Let, it will be
Oh let it be (Don't you let it be?)
Oh let it be (Won't you let it be?)

Now I can tell you
The place that I belong
It won't last long
The lights they will turn down

(Oh let it be)
Oh let it be
Oh let it be (Won't you let it be?)
Oh let it be (You've got to let it be)
Oh let it be (Everyone can see)
Oh let it be (Let, it will be)

Just watch me burn
Oh let it be
Just let it be
Won't you let it be?
Won't you let it be? (Just let it be)
Oh let it be (Let it will be)
Just let it be (Don't you let it be?)
Won't you let it be? (Won't you let it be?)

Now I can tell you (Oh let it be)
Tell you, tell you (Just let it be)
About success, about fame
Won't you let it be? (About fame, about fame)
Won't you let it be?
Oh let it be
Just let it be
Won't you let it be?"
170,forbidden love,http://www.lyrics.com/lyric/27964675/Madonna/Forbidden+Love,"Just one kiss on my lips
Was all it took to seal the future
Just one look from your eyes
Was like a certain kind of torture

Once upon a time
There was a boy
And there was a girl

Just one touch from your hands
Was all it took to make me falter

Forbidden love
Are we supposed to be together
Forbidden love
Forbidden love
Forbidden love
We seal the destiny forever
Forbidden love
Forbidden love

Just one smile on your face
Was all it took to change my fortune
Just one word from your mouth
Was all I needed to be certain

Once upon a time
There was a boy
There was a girl
Hearts that intertwine
They lived in a different kind of world

Forbidden love
Are we supposed to be together
Forbidden love
Forbidden love
Forbidden love
We seal the destiny forever
Forbidden love
Forbidden love

Just one kiss
Just one touch
Just one look

Forbidden love
Are we supposed to be together
Forbidden love
Forbidden love
Forbidden love
We seal the destiny forever
Forbidden love
Forbidden love

Forbidden love
Are we supposed to be together
Forbidden love
Forbidden love
Forbidden love
We seal the destiny forever
Forbidden love
Forbidden love

Just one kiss
Just one touch
Just one look
Just one love"
171,jump,http://www.lyrics.com/lyric/27964674/Madonna/Jump,"There's only so much you can learn in one place
The more that I wait, the more time that I waste

I haven't got much time to waste, it's time to make my way
I'm not afraid I'll face, but I'm afraid to stay
I'm going down my own road and I can make it alone
All work and no fighting, I'll find a place of my own

Are you ready to jump?
Get ready to jump
Don't ever look back, oh baby,
Yes, I'm ready to jump
Just take my hands
Get ready to jump

We learned our lesson from the start, my sisters and me
The only thing you can depend on is your family
And life's gonna drop you down like the limbs of a tree
It sways and it swings and it bends until it makes you see

Are you ready to jump?
Get ready to jump
Don't ever look back, oh baby
Yes, I'm ready to jump
Just take my hands
Get ready to, are you ready?

There's only so much you can learn in one place
The more that you wait, the more time that you waste

All work and no fighting, I'll find a place of my own
It sways and it swings and it bends until you make it your own

I can make alone
I can make alone
I can make alone
I can make alone
I can make alone
I can make alone
I can make alone

Are you ready to jump?
Get ready to jump
Don't ever look back, oh baby
Yes, I'm ready to jump
Just take my hands
Get ready to jump

Are you ready to jump?
Get ready to jump
Don't ever look back, oh baby
Yes, I'm ready to jump
Just take my hands
Get ready to, are you ready?"
172,how high,http://www.lyrics.com/lyric/27964673/Madonna/How+High,"How high are the stakes?
How much fortune can you make?
How high are the stakes?
How much fortune can you make?

It's funny
I spent my whole life
Wanting to be talked about
I did it
Just about everything
To see my name in lights

Was it all worth it?
And how did I earn it?
Nobody's perfect
I guess I deserved it

How high are the stakes?
How much fortune can you make?
Does this get any better?
Should I carry on?
Will it matter when I'm gone?
Will any of this matter?

It's funny
How everybody mentions my name
But they're never very nice
I took it
Just about everything
Except my own advice

Was it all worth it?
How did I earn it?
Nobody's perfect
I guess I deserved it

How high are the stakes?
How much fortune can you make?
Nothing lasts forever
Does this get any better?
Should I carry on?
Will it matter when I'm gone?
Does it make a difference?
Will any of this matter?

How high?
Does it make a difference?
Nothing lasts forever
Should I?
Will it matter when I'm gone?
Will any of this matter?

How high are the stakes?
How much fortune can you make?
Should I carry on?
Will it matter when I'm gone?

How high are the stakes?
How much fortune can you make?
Does this get any better?
Should I carry on?
Will it matter when I'm gone?
Will any of this matter?

How high are the stakes?
Does it make a difference?
Nothing lasts forever
Does this get any better?
Should I carry on?
Will it matter when I'm gone?
Does it make a difference?
Will any of this matter?

How high are the stakes?
How much fortune can you make?
Should I carry on?
Will it matter when I'm gone?

How high are the stakes?
How much fortune can you make?
Should I carry on?
Will it matter when I'm gone?"
173,isaac,http://www.lyrics.com/lyric/27964672/Madonna/Isaac,"Staring up into the heavens
In this hell that binds your hands
Will you sacrifice your comfort
Make your way in a foreign land

Wrestle with your darkness
Angels call your name
Can you hear what they are saying
Will you ever be the same

Imminilalo Imminilalo
Imminilalo Imminilalo

Remember, remember
Never forget
All of your life has all been a test
You will find the gate that's open
Even though your spirit's broken

Open up my heart
'Cause my lips to speak
Bring the heavens and the stars
Down to earth for me

Imminilalo Imminilalo
Imminilalo Imminilalo

Imminilalo Imminilalo
Imminilalo Imminilalo

Wrestle with your darkness
Angels call your name
Can you hear what they are saying
Will you ever be the same

Imminilalo Imminilalo
Imminilalo Imminilalo

Imminilalo Imminilalo
Imminilalo Imminilalo"
174,push,http://www.lyrics.com/lyric/27964671/Madonna/Push,"You push me
To go the extra mile
You push me
When it's difficult to smile
You push me
A better version of myself
You push me
Only you and no one else
You push me
To see the other point of view
You push me
When there's nothing else to do
You push me
When you think I know it all
You push me
When I stumble, when I fall

Keep on pushing
Like nobody

Every place I went
Every mood I'm in
Every thing I do
I owe it all to you
Every move I make
Every step I take
Every thing I love
Is all because you push me

You push me
When I don't appreciate
You push me
Not to lie and not to hate
You push me
When I want it all to end
You push me
When I really need a friend
You push me
All I want to do is cry
You push me
When it's hard for me to try
You push me
Learn to do it for myself
You push me
Only you and no one else

Keep on pushing
Like nobody

Every place I went
Every mood I'm in
Every thing I do
I owe it all to you
Every move I make
Every step I take
Every thing I love
Is all because you push me

You push me

Keep on pushing
Like nobody

Every place I went (To go the extra mile)
Every mood I'm in (When it's difficult to smile)
Every thing I do (A better version of myself)
Only you and only you and only you
Every move I make (See the other point of view)
Every step I take (When there's nothing else to do)
Every thing I do (When I think I know it all)
Only you and only you and only you

Every place I went (To go the extra mile)
Every mood I'm in (When it's difficult to smile)
Every thing I do (A better version of myself)
I owe it all to you (Only you and only you and only you)
Every move I make (See the other point of view)
Every step I take (When there's nothing else to do)
Every thing I love (When I think I know it all)
Is all because you push me

You push me"
175,like it or not,http://www.lyrics.com/lyric/27964670/Madonna/Like+It+or+Not,"You can call me a sinner
Or you can call me a saint
Celebrate me for who I am
Dislike me for what I ain't
Put me up on a pedestal
Or drag me down in the dirt
Sticks and stones will break my bones
But your names will never hurt

I'll be the garden
You'll be the snake
All of my fruits
Is yours to take
Better the devil that you know
Your love for me will grow
Because
This is who I am
You can like it or not
You can love me
Or leave me
'Cause I'm never gonna stop
No no

Cleopatra had her way
Mata Hari too
Whether they were good or bad
Is strictly up to you
Life is a paradox
And it doesn't make much sense
Can't have the femme without the fatale
Please don't take offense

Don't let the fruit rot
Under the vine
Fill up your cup
And let's drink the wine
Better the devil that you know
Your love for me will grow
Because
This is who I am
You can like it or not
You can love me
Or leave me
'Cause I'm never gonna stop
No no, you know

This is who I am
You can like it or not
You can love me
Or leave me
'Cause I'm never gonna stop
No no, you know
No no, you know
No no, you know
No no, you know
No no, you know

I'll be the garden
You'll be the snake
All of my fruit
Is yours to take
Better the devil that you know
Your love for me will grow
Because
This is who I am
You can like it or not
You can love me
Or leave me
'Cause I'm never gonna stop
No no, you know

This is who I am
You can like it or not
You can love me
Or leave me
'Cause I'm never gonna stop
No no, you know
No no, you know
No no, you know
No no, you know
No no, you know"
176,american pie,http://www.lyrics.com/lyric/28998331/Madonna/American+Pie,"A long long time ago
I can still remember how
That music used to make me smile
And I knew if I had my chance
That I could make those people dance
And maybe they'd be happy for a while

But February made me shiver
With every paper I'd deliver
Bad news on the doorstep
I couldn't take one more step

I can't remember if I cried
When I read about his widowed bride
Something touched me deep inside
The day the music died
So

Bye, bye Miss American Pie
Drove my Chevy to the levee but the levee was dry
And them good ole boys were drinking whiskey and rye
Singin' this'll be the day that I die
This'll be the day that I die

Did you write the book of love
And do you have faith in God above
If the Bible tells you so?
Do you believe in rock and roll?
Can music save your mortal soul?
And can you teach me how to dance real slow?

Well, I know that you're in love with him
'Cause I saw you dancin' in the gym
You both kicked off your shoes
Man, I dig those rhythm and blues

I was a lonely teenage broncin' buck
With a pink carnation and a pickup truck
But I knew I was out of luck
The day the music died
I started singin'

Bye, bye Miss American Pie
Drove my Chevy to the levee but the levee was dry
And them good ole boys were drinking whiskey and rye
Singin' this'll be the day that I die
This'll be the day that I die

Now, for ten years we've been on our own
And moss grows fat on a rolling stone
But, that's not how it used to be

When the jester sang for the king and queen
In a coat he borrowed from James Dean
And a voice that came from you and me

Oh and while the king was looking down
The jester stole his thorny crown
The courtroom was adjourned
No verdict was returned

And while Lennon read a book on Marx
The quartet practiced in the park
And we sang dirges in the dark
The day the music died
We were singin'

Bye, bye Miss American Pie
Drove my Chevy to the levee but the levee was dry
Them good ole boys were drinking whiskey and rye
And singin' this'll be the day that I die
This'll be the day that I die

Helter skelter in a summer swelter
The birds flew off with a fallout shelter
Eight miles high and falling fast

It landed foul on the grass
The players tried for a forward pass
With the jester on the sidelines in a cast

Now the half-time air was sweet perfume
While sergeants played a marching tune
We all got up to dance
Oh, but we never got the chance

'Cause the players tried to take the field
The marching band refused to yield
Do you recall what was revealed
The day the music died?
We started singin'

Bye, bye Miss American Pie
Drove my Chevy to the levee but the levee was dry
Them good ole boys were drinking whiskey and rye
And singin' this'll be the day that I die
This'll be the day that I die

Oh, and there we were all in one place
A generation lost in space
With no time left to start again

So come on Jack be nimble, Jack be quick
Jack Flash sat on a candlestick
'Cause fire is the devil's only friend

Oh and as I watched him on the stage
My hands were clenched in fists of rage
No angel born in Hell
Could break that Satan's spell

And as the flames climbed high into the night
To light the sacrificial rite
I saw Satan laughing with delight
The day the music died
He was singin'

Bye, bye Miss American Pie
Drove my Chevy to the levee but the levee was dry
Them good ole boys were drinking whiskey and rye
Singin' this'll be the day that I die
This'll be the day that I die

I met a girl who sang the blues
And I asked her for some happy news
But she just smiled and turned away

I went down to the sacred store
Where I'd heard the music years before
But the man there said the music wouldn't play

And in the streets the children screamed
The lovers cried, and the poets dreamed
But not a word was spoken
The church bells all were broken

And the three men I admire most
The Father, Son, and the Holy Ghost
They caught the last train for the coast
The day the music died
And they were singing

Bye, bye Miss American Pie
Drove my Chevy to the levee but the levee was dry
And them good ole boys were drinking whiskey and rye
Singin' this'll be the day that I die
This'll be the day that I die

They were singing
Bye, bye Miss American Pie
Drove my Chevy to the levee but the levee was dry
Them good ole boys were drinking whiskey and rye
Singin' this'll be the day that I die"
177,borderline,http://www.lyrics.com/lyric/26022452/Madonna/Borderline,"Something in the way you love me won't' let me be
I don't want to be your prisoner, so baby, won't you set me free
Stop playing with my heart
Finish what you start
When you make my love come down
If you want me, let me know
Baby, let it show
Honey, don't you fool around

Just try to understand (understand)
I've given all I can
'Cause you got the best of me

Borderline,
Feels like I'm going to lose my mind
You just keep on pushing my love
Over the borderline

Borderline,
Feels like I'm going to lose my mind
You just keep on pushing my love
Over the borderline
(Borderline)

Keep on pushing me, baby
Don't you know you drive me crazy
You just keep on pushing my love
Over the borderline

Something in your eyes is makin' such a fool of me
When you hold me in your arms, you love me 'til I just can't see
But then you let me down, when I look around
Baby, you just can't be found
Stop driving me away, I just want to stay
There's something I just got to say

Just try to understand (understand)
I've given all I can
'Cause you got the best of me

Borderline,
Feels like I'm going to lose my mind
You just keep on pushing my love
Over the borderline

Borderline,
Feels like I'm going to lose my mind
You just keep on pushing my love
Over the borderline
(Borderline)

Keep on pushing me baby
Don't you know you drive me crazy
You just keep on pushing my love
Over the borderline

Look what your love has done to me
Come on baby, set me free
You just keep on pushing my love
Over the borderline
(Borderline)
You cause me so much pain, I think I'm going insane
What does it take to make you see?
You just keep on pushing my love
Over the borderline

Keep pushing me baby
Keep pushing me baby
Keep pushing my love

Come on baby
Come on darling, yeah"
178,i know it,http://www.lyrics.com/lyric/26022450/Madonna/I+Know+It,"I don't know why I thought that I could make you happy
These tears I cry for you are so hopeless
Yeah
I don't know why I thought that we were going somewhere
But you grapped your coat and you were out the door
And now I know you don't care

I know you're gonna take your love and run
I know you think I'm the foolish one
I know you're gonna turn around and say goodbye

I used to think you were my
Pretty angel comin' down
Well now you've just proven me wrong
Yeah
What about the letters we have written
All the things we've said and done
Well I'll just stand here while you count the battles
You have won

I know you're gonna take your love and run
I know you think I'm the foolish one
I know you're gonna turn around and say goodbye
I know it

But I'm not gonna cry
For you
'Cause that's what you want me to do
No I'm not gonna cry
For you anymore

I know you're gonna take your love and run
I know you think I'm the foolish one
I know you're gonna turn around and say goodbye
I know it

Take your love and run from me
Is this the way love's supposed to be
You don't think that I can see
Huh you can't fool me

'Cause I'm not gonna cry
For you
'Cause that's what you want me to do
No I'm not gonna cry
For you anymore

I know you're gonna take your love and run
I know you think I'm the foolish one
I know you're gonna turn around and say goodbye
I know it

I know you're gonna take your love and run
I know you think I'm the foolish one
I know you're gonna turn around and say goodbye
I know it

Take your love and run from me
Is this the way love's supposed to be
You don't think that I can see"
179,think of me,http://www.lyrics.com/lyric/26022448/Madonna/Think+of+Me,"I'm getting tired of waitin' around
I feel like I'm always trackin' you down
I don't want to point my finger at you
But there's something you're forgettin'
Here's what you better do, you better

Think of me
I know you want to baby
Think of me
It won't be long before you
Think of me
'Cause I'll be gone
And then you'll
Think of me

You walk in and you see me cryin'
You apologize say you lost track of time
I'm not gonna cry anymore
You're gonna lose me too if you don't
Know what's good for you

Think of me
I know you want to baby
Think of me
It won't be long before you
Think of me
'Cause I'll be gone
And then you'll
Think of me

Tell me what I did to you to make you
Treat me so badly
If you want to see me anymore
If you don't want to see me walking out the door, you better

Think of me
I know you want to baby
Think of me
It won't be long before you
Think of me
'Cause I'll be gone
And then you'll
Think of me

You better think of me
Think, think, think of me
You know you're driving me crazy
You better, you better, you better think of me, oh yeah

Stop wastin' all my time
You know it could have been so fine
Hey boy I'm waitin' on a sign
Don't you know there's someone else
Stop thinking of yourself

You better think of me
I know you want to baby
You know you're driving me crazy
Think, think, think of me
You better think of me
Think, think, think of me

Stop wastin' all my time
You know it could have been so fine
You better, you better

You better think of me
I know you want to baby
You know you're driving me crazy
Think of me
You better, you better, you better think of me
Stop wastin' all my time
You know it could have been so fine
Hey boy I'm waitin' on a sign"
180,physical attraction,http://www.lyrics.com/lyric/26022447/Madonna/Physical+Attraction,"You say that you need my love
And you're wantin' my body I don't mind
Baby all I've got is time
And I'm waiting to make you mine

You say you want to stay the night
But you'll leave me tomorrow I don't care
All of your moves are right
We can take it anywhere this

Physical attraction
It's a chemical reaction
Physical attraction
It's a chemical reaction

Trying hard to get away
But I can't seem to fight the way I feel
Even though you're not for real
Your touch is driving me
Crazy and when you smile
It's just makin' me want you more and more
Baby won't you stay awhile
It could be such a fantasy

Physical attraction
It's a chemical reaction
It's a physical attraction
Sweet satisfaction

Maybe we were meant to be together
Even though we never met before
We got to move before the sun is rising
And you'll be walking slowly out the door, out the door

You say that you need my love
And you wantin' my body, I don't mind
Baby all I've got is time
And I'm waiting to make you mine

You say you want to stay the night
But you'll leave me tomorrow, I don't care
All of your moves are right
We can take it anywhere

Physical attraction
It's a chemical reaction
It's a physical attraction
Sweet satisfaction

Maybe we were meant to be together
Even though we never met before
We got to move before the sun is rising
And you'll be walking slowly out the door, out the door

Physical attraction
It's a chemical reaction
It's a physical attraction
It's a chemical reaction

Physical attraction
So much satisfaction, attraction, reaction
So much satisfaction
It's a physical, a physical, a physical attraction
A chemical, a chemical reaction
Physical, physical attraction
A chemical, a chemical reaction
A physical, a physical attraction"
